Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,03/02/2022,1200,N4888U,DEN,15:09,14:52,199,188,-17,0,0,0,0,0
UA,03/02/2022,1874,N61882,IAD,23:29,23:30,69,72,1,0,0,0,0,0
UA,03/03/2019,607,N467UA,ORD,21:20,23:42,105,105,142,6,0,0,0,136
UA,03/03/2019,1419,N24706,ORD,11:45,11:49,110,97,4,0,0,0,0,0
UA,03/03/2020,1643,N14704,ORD,21:19,21:06,109,99,-13,0,0,0,0,0
UA,03/03/2022,1094,N827UA,ORD,20:59,21:34,109,111,35,33,0,2,0,0
UA,03/03/2022,1200,N892UA,DEN,15:09,14:52,199,185,-17,0,0,0,0,0
UA,03/04/2019,607,N843UA,ORD,21:20,21:21,105,106,1,0,0,0,0,0
UA,03/04/2020,1643,N13720,ORD,21:19,21:05,109,100,-14,0,0,0,0,0
UA,03/04/2022,1094,N839UA,ORD,20:58,20:32,109,90,-26,0,0,0,0,0
UA,03/04/2022,1200,N471UA,DEN,15:05,15:50,200,180,45,4,0,0,0,41
UA,03/04/2022,1874,N829UA,IAD,23:19,23:25,69,75,6,0,0,0,0,0
UA,03/05/2019,607,N843UA,ORD,20:45,20:49,105,104,4,0,0,0,0,0
UA,03/05/2020,1643,N16703,ORD,20:52,20:26,112,90,-26,0,0,0,0,0
UA,03/05/2022,1094,N821UA,ORD,20:58,21:23,109,108,25,5,0,0,0,20
UA,03/05/2022,1200,N408UA,DEN,15:05,15:10,200,197,5,0,0,0,0,0
UA,03/05/2022,1874,N879UA,IAD,23:19,23:17,69,69,-2,0,0,0,0,0
UA,03/06/2019,607,N895UA,ORD,21:20,21:21,105,108,1,0,0,0,0,0
UA,03/06/2020,1643,N13716,ORD,20:52,20:58,112,112,6,0,0,0,0,0
UA,03/06/2022,1094,N892UA,ORD,20:58,21:29,109,101,31,0,0,0,0,31
UA,03/06/2022,1200,N404UA,DEN,15:05,17:04,200,227,119,0,92,27,0,0
UA,03/06/2022,1874,N833UA,IAD,23:19,23:12,69,64,-7,0,0,0,0,0
UA,03/07/2019,607,N848UA,ORD,21:20,21:29,105,96,9,0,0,0,0,0
UA,03/07/2020,561,N448UA,ORD,00:06,23:58,111,110,-8,0,0,0,0,0
UA,03/07/2022,1094,N893UA,ORD,20:58,20:54,109,105,-4,0,0,0,0,0
UA,03/07/2022,1200,N453UA,DEN,15:05,15:01,200,194,-4,0,0,0,0,0
UA,03/07/2022,1874,N822UA,IAD,23:19,00:23,69,59,64,64,0,0,0,0
UA,03/08/2019,607,N27722,ORD,21:55,21:51,110,96,-4,0,0,0,0,0
UA,03/08/2020,561,N16732,ORD,00:06,23:54,111,104,-12,0,0,0,0,0
UA,03/08/2022,1094,N892UA,ORD,20:58,20:34,109,90,-24,0,0,0,0,0
UA,03/08/2022,1200,N458UA,DEN,15:05,15:20,200,202,15,13,0,2,0,0
UA,03/08/2022,1874,N811UA,IAD,23:19,23:07,69,63,-12,0,0,0,0,0
UA,03/09/2019,607,N24702,ORD,21:50,21:57,110,109,7,0,0,0,0,0
UA,03/09/2020,1643,N16701,ORD,20:52,22:47,112,106,115,0,0,5,0,110
UA,03/09/2022,1094,N893UA,ORD,20:58,20:56,109,108,-2,0,0,0,0,0
UA,03/09/2022,1200,N453UA,DEN,15:05,15:06,200,190,1,0,0,0,0,0
UA,03/09/2022,1874,N873UA,IAD,23:19,00:18,69,101,59,3,0,32,0,24
UA,03/10/2019,607,N27722,ORD,21:50,22:07,110,93,17,10,0,0,0,7
UA,03/10/2020,1643,N24706,ORD,20:52,20:45,112,111,-7,0,0,0,0,0
UA,03/10/2022,1094,N816UA,ORD,20:58,21:14,109,89,16,2,0,0,0,14
UA,03/10/2022,1200,N488UA,DEN,15:05,15:03,200,176,-2,0,0,0,0,0
UA,03/10/2022,1874,N846UA,IAD,23:19,23:15,69,64,-4,0,0,0,0,0
UA,03/11/2019,607,N16703,ORD,21:50,21:46,110,108,-4,0,0,0,0,0
UA,03/11/2020,1643,N21723,ORD,20:52,21:00,112,94,8,0,0,0,0,0
UA,03/11/2022,1094,N878UA,ORD,20:58,20:48,109,96,-10,0,0,0,0,0
UA,03/11/2022,1200,N453UA,DEN,15:05,14:38,200,175,-27,0,0,0,0,0
UA,03/11/2022,1874,N851UA,IAD,23:19,23:23,69,67,4,0,0,0,0,0
UA,03/12/2019,607,N825UA,ORD,21:50,21:38,110,101,-12,0,0,0,0,0
UA,03/12/2020,1643,N68842,ORD,20:52,20:52,112,111,0,0,0,0,0,0
UA,03/12/2022,1094,N818UA,ORD,20:58,21:10,109,115,12,0,0,0,0,0
UA,03/12/2022,1200,N416UA,DEN,15:05,15:07,200,197,2,0,0,0,0,0
UA,03/12/2022,1874,N828UA,IAD,23:19,00:24,69,70,65,64,0,1,0,0
UA,03/13/2019,607,N38727,ORD,21:50,21:27,110,91,-23,0,0,0,0,0
UA,03/13/2020,1643,N27722,ORD,20:52,20:44,112,105,-8,0,0,0,0,0
UA,03/13/2022,1094,N845UA,ORD,20:58,20:43,109,95,-15,0,0,0,0,0
UA,03/13/2022,1200,N469UA,DEN,15:05,15:03,200,187,-2,0,0,0,0,0
UA,03/13/2022,1874,N897UA,IAD,23:19,23:33,69,67,14,0,0,0,0,0
UA,03/14/2019,607,N27724,ORD,21:50,23:49,110,111,119,0,0,17,0,102
UA,03/14/2020,561,N461UA,ORD,00:06,23:45,111,92,-21,0,0,0,0,0
UA,03/14/2022,1094,N877UA,ORD,20:58,20:46,109,101,-12,0,0,0,0,0
UA,03/14/2022,1200,N469UA,DEN,15:05,15:06,200,190,1,0,0,0,0,0
UA,03/14/2022,1874,N878UA,IAD,23:19,00:25,69,61,66,4,0,0,0,62
UA,03/15/2019,607,N15710,ORD,21:50,21:44,110,108,-6,0,0,0,0,0
UA,03/15/2020,561,N37274,ORD,00:06,00:12,111,86,6,0,0,0,0,0
UA,03/15/2022,1094,N854UA,ORD,20:58,20:46,109,103,-12,0,0,0,0,0
UA,03/15/2022,1200,N460UA,DEN,15:05,14:55,200,189,-10,0,0,0,0,0
UA,03/15/2022,1874,N816UA,IAD,23:19,23:15,69,71,-4,0,0,0,0,0
UA,03/16/2019,607,N16703,ORD,21:50,21:43,110,101,-7,0,0,0,0,0
UA,03/16/2020,1643,N14704,ORD,20:52,20:59,112,98,7,0,0,0,0,0
UA,03/16/2022,1094,N812UA,ORD,20:58,21:21,109,94,23,5,0,0,0,18
UA,03/16/2022,1200,N407UA,DEN,15:05,14:48,200,185,-17,0,0,0,0,0
UA,03/16/2022,1874,N4888U,IAD,23:19,23:19,69,61,0,0,0,0,0,0
UA,03/17/2019,607,N16701,ORD,21:50,21:41,110,104,-9,0,0,0,0,0
UA,03/17/2020,1643,N16709,ORD,20:52,20:27,112,95,-25,0,0,0,0,0
UA,03/17/2022,1094,N817UA,ORD,20:58,21:22,109,127,24,0,0,18,0,6
UA,03/17/2022,1200,N489UA,DEN,15:05,20:22,200,189,317,221,0,0,0,96
UA,03/17/2022,1874,N892UA,IAD,23:19,23:35,69,70,16,15,0,1,0,0
UA,03/18/2019,607,N15710,ORD,21:50,21:43,110,105,-7,0,0,0,0,0
UA,03/18/2020,1643,N13716,ORD,20:52,20:56,112,118,4,0,0,0,0,0
UA,03/18/2022,1094,N814UA,ORD,20:58,20:48,109,102,-10,0,0,0,0,0
UA,03/18/2022,1200,N473UA,DEN,15:05,14:54,200,191,-11,0,0,0,0,0
UA,03/18/2022,1874,N845UA,IAD,23:19,01:07,69,65,108,0,0,0,0,108
UA,03/19/2019,607,N889UA,ORD,21:50,21:37,110,105,-13,0,0,0,0,0
UA,03/19/2020,1643,N33714,ORD,20:52,20:23,112,94,-29,0,0,0,0,0
UA,03/19/2022,1094,N879UA,ORD,20:58,20:52,109,108,-6,0,0,0,0,0
UA,03/19/2022,1200,N454UA,DEN,15:05,00:00,200,0,0,0,0,0,0,0
UA,03/19/2022,1874,N848UA,IAD,23:19,23:24,69,67,5,0,0,0,0,0
UA,03/20/2019,607,N16732,ORD,21:50,21:48,110,113,-2,0,0,0,0,0
UA,03/20/2020,1643,N13716,ORD,20:52,20:11,112,84,-41,0,0,0,0,0
UA,03/20/2022,1094,N822UA,ORD,20:58,20:55,109,105,-3,0,0,0,0,0
UA,03/20/2022,1200,N410UA,DEN,15:05,15:58,200,206,53,6,0,6,0,41
UA,03/20/2022,1874,N853UA,IAD,23:19,23:42,69,73,23,19,0,4,0,0
UA,03/21/2019,607,N38727,ORD,21:50,21:35,110,102,-15,0,0,0,0,0
UA,03/21/2020,561,,ORD,00:06,00:00,111,0,0,0,0,0,0,0
UA,03/21/2022,1094,N844UA,ORD,20:58,20:45,109,100,-13,0,0,0,0,0
UA,03/21/2022,1200,N493UA,DEN,15:05,15:13,200,198,8,0,0,0,0,0
UA,03/21/2022,1874,N898UA,IAD,23:19,23:28,69,75,9,0,0,0,0,0
UA,03/22/2019,607,N17719,ORD,21:50,21:59,110,116,9,0,0,0,0,0
UA,03/22/2020,561,,ORD,00:06,00:00,111,0,0,0,0,0,0,0
UA,03/22/2022,1094,N854UA,ORD,20:58,20:57,109,90,-1,0,0,0,0,0
UA,03/22/2022,1200,N469UA,DEN,15:05,15:04,200,192,-1,0,0,0,0,0
UA,03/22/2022,1874,N846UA,IAD,23:19,00:30,69,62,71,0,0,0,0,71
UA,03/23/2019,607,N23721,ORD,21:50,21:32,110,99,-18,0,0,0,0,0
UA,03/23/2020,1643,N34460,ORD,20:52,20:10,112,92,-42,0,0,0,0,0
UA,03/23/2022,1094,N809UA,ORD,20:58,21:25,109,111,27,6,0,2,0,19
UA,03/23/2022,1200,N467UA,DEN,15:05,15:33,200,203,28,25,0,3,0,0
UA,03/23/2022,1874,N820UA,IAD,23:19,23:37,69,64,18,18,0,0,0,0
UA,03/24/2019,607,N23721,ORD,21:50,21:48,110,111,-2,0,0,0,0,0
UA,03/24/2020,1643,,ORD,20:52,00:00,112,0,0,0,0,0,0,0
UA,03/24/2022,1094,N852UA,ORD,20:58,20:51,109,103,-7,0,0,0,0,0
UA,03/24/2022,1200,N414UA,DEN,15:05,14:57,200,191,-8,0,0,0,0,0
UA,03/24/2022,1874,N844UA,IAD,23:19,23:25,69,66,6,0,0,0,0,0
UA,03/25/2019,607,N38727,ORD,21:50,21:40,110,93,-10,0,0,0,0,0
UA,03/25/2020,1643,,ORD,20:52,00:00,112,0,0,0,0,0,0,0
UA,03/25/2022,1094,N828UA,ORD,20:58,21:14,109,109,16,16,0,0,0,0
UA,03/25/2022,1200,N462UA,DEN,15:05,14:51,200,189,-14,0,0,0,0,0
UA,03/25/2022,1874,N423UA,IAD,23:19,23:32,69,68,13,0,0,0,0,0
UA,03/26/2019,607,N853UA,ORD,21:50,21:37,110,102,-13,0,0,0,0,0
UA,03/26/2020,1643,,ORD,20:52,00:00,112,0,0,0,0,0,0,0
UA,03/26/2022,1094,N876UA,ORD,20:58,20:49,109,103,-9,0,0,0,0,0
UA,03/26/2022,1200,N449UA,DEN,15:02,15:03,197,202,1,0,0,0,0,0
UA,03/26/2022,1874,N871UA,IAD,23:19,23:30,69,72,11,0,0,0,0,0
UA,03/27/2019,607,N13718,ORD,21:50,21:39,110,94,-11,0,0,0,0,0
UA,03/27/2020,1643,,ORD,20:52,00:00,112,0,0,0,0,0,0,0
UA,03/27/2022,1041,N845UA,DEN,15:11,15:07,202,195,-4,0,0,0,0,0
UA,03/27/2022,1185,N895UA,ORD,22:19,22:03,113,106,-16,0,0,0,0,0
UA,03/27/2022,2027,N822UA,IAD,23:37,23:34,70,75,-3,0,0,0,0,0
UA,03/28/2019,607,N25705,ORD,21:50,21:23,110,90,-27,0,0,0,0,0
UA,03/28/2020,561,N64844,ORD,00:28,23:46,111,83,-42,0,0,0,0,0
UA,03/28/2022,1041,N466UA,DEN,15:06,15:01,198,196,-5,0,0,0,0,0
UA,03/28/2022,1185,N882UA,ORD,21:59,21:43,113,103,-16,0,0,0,0,0
UA,03/28/2022,2027,N875UA,IAD,23:37,23:34,70,72,-3,0,0,0,0,0
UA,03/29/2019,607,N39728,ORD,21:50,21:25,110,92,-25,0,0,0,0,0
UA,03/29/2020,2039,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,03/29/2022,1041,N466UA,DEN,15:06,15:25,198,216,19,0,0,19,0,0
UA,03/29/2022,1185,N872UA,ORD,21:59,00:49,113,96,170,0,0,0,0,170
UA,03/29/2022,2027,N873UA,IAD,23:37,23:25,70,65,-12,0,0,0,0,0
UA,03/30/2019,607,N454UA,ORD,21:50,21:51,110,89,1,0,0,0,0,0
UA,03/30/2020,2039,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,03/30/2022,1041,N407UA,DEN,15:06,14:58,198,194,-8,0,0,0,0,0
UA,03/30/2022,1185,N893UA,ORD,21:59,21:53,113,105,-6,0,0,0,0,0
UA,03/30/2022,2027,N809UA,IAD,23:37,23:23,70,68,-14,0,0,0,0,0
UA,03/31/2019,607,N38727,ORD,20:55,20:34,110,97,-21,0,0,0,0,0
UA,03/31/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,03/31/2021,1224,N39423,ORD,21:36,21:14,116,95,-22,0,0,0,0,0
UA,03/31/2022,1041,N493UA,DEN,15:06,14:55,198,195,-11,0,0,0,0,0
UA,03/31/2022,1185,N854UA,ORD,21:59,22:35,113,95,36,13,0,0,0,23
UA,03/31/2022,2027,N845UA,IAD,23:37,01:03,70,59,86,0,0,0,0,86
UA,04/01/2019,607,N17752,ORD,21:02,21:00,110,110,-2,0,0,0,0,0
UA,04/01/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/01/2021,1224,N69835,ORD,21:36,23:11,116,0,0,0,0,0,0,0
UA,04/01/2022,1041,N448UA,DEN,15:06,15:09,198,201,3,0,0,0,0,0
UA,04/01/2022,1185,N467UA,ORD,21:59,22:46,113,101,47,0,0,0,0,47
UA,04/01/2022,2027,N844UA,IAD,23:37,01:02,70,70,85,50,0,0,0,35
UA,04/02/2019,607,N459UA,ORD,21:02,20:42,110,98,-20,0,0,0,0,0
UA,04/02/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/02/2021,1224,N897UA,ORD,21:46,21:29,116,101,-17,0,0,0,0,0
UA,04/02/2022,1041,N897UA,DEN,15:11,14:54,202,192,-17,0,0,0,0,0
UA,04/02/2022,2027,N830UA,IAD,23:37,23:29,70,63,-8,0,0,0,0,0
UA,04/03/2019,607,N15751,ORD,21:02,20:52,110,105,-10,0,0,0,0,0
UA,04/03/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/03/2021,1224,N427UA,ORD,18:33,18:13,113,100,-20,0,0,0,0,0
UA,04/03/2022,1041,N436UA,DEN,15:11,15:16,202,190,5,0,0,0,0,0
UA,04/03/2022,1185,N844UA,ORD,22:04,22:47,113,98,43,43,0,0,0,0
UA,04/03/2022,2027,N479UA,IAD,23:37,23:38,70,71,1,0,0,0,0,0
UA,04/04/2019,607,N39728,ORD,21:02,21:03,110,114,1,0,0,0,0,0
UA,04/04/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/04/2021,1224,N896UA,ORD,21:46,22:00,116,95,14,0,0,0,0,0
UA,04/04/2022,1041,N837UA,DEN,15:06,14:54,198,192,-12,0,0,0,0,0
UA,04/04/2022,1185,N832UA,ORD,21:59,21:29,113,89,-30,0,0,0,0,0
UA,04/04/2022,2027,N850UA,IAD,23:37,23:41,70,85,4,0,0,0,0,0
UA,04/05/2019,607,N24702,ORD,21:02,23:28,110,95,146,0,0,5,0,141
UA,04/05/2020,1453,N33714,ORD,20:48,20:36,108,105,-12,0,0,0,0,0
UA,04/05/2021,1224,N38443,ORD,21:36,21:18,116,101,-18,0,0,0,0,0
UA,04/05/2022,1041,N815UA,DEN,15:06,14:38,198,178,-28,0,0,0,0,0
UA,04/05/2022,1185,N848UA,ORD,21:59,22:17,113,94,18,0,0,0,0,18
UA,04/05/2022,2027,N813UA,IAD,23:37,08:11,70,84,514,58,0,14,0,442
UA,04/06/2019,607,N486UA,ORD,21:02,20:57,110,109,-5,0,0,0,0,0
UA,04/06/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/06/2021,790,N424UA,ORD,21:36,21:35,116,91,-1,0,0,0,0,0
UA,04/06/2022,1041,N818UA,DEN,15:06,15:07,198,182,1,0,0,0,0,0
UA,04/06/2022,1185,N844UA,ORD,21:59,21:35,113,99,-24,0,0,0,0,0
UA,04/06/2022,2027,N894UA,IAD,23:37,01:00,70,63,83,83,0,0,0,0
UA,04/07/2019,607,N17719,ORD,21:02,22:27,110,176,85,0,19,66,0,0
UA,04/07/2020,1453,N39728,ORD,20:48,20:41,108,95,-7,0,0,0,0,0
UA,04/07/2022,1041,N877UA,DEN,15:06,16:10,198,205,64,47,0,7,0,10
UA,04/07/2022,1185,N872UA,ORD,21:59,21:54,113,105,-5,0,0,0,0,0
UA,04/07/2022,2027,N829UA,IAD,23:37,23:18,70,57,-19,0,0,0,0,0
UA,04/08/2019,607,N16732,ORD,21:02,20:53,110,106,-9,0,0,0,0,0
UA,04/08/2020,1453,N75436,ORD,20:48,20:29,108,100,-19,0,0,0,0,0
UA,04/08/2022,1041,N837UA,DEN,15:06,15:05,198,202,-1,0,0,0,0,0
UA,04/08/2022,1185,N832UA,ORD,21:59,21:51,113,104,-8,0,0,0,0,0
UA,04/08/2022,2027,N848UA,IAD,23:37,23:37,70,62,0,0,0,0,0,0
UA,04/09/2019,607,N432UA,ORD,21:02,20:45,110,100,-17,0,0,0,0,0
UA,04/09/2020,1453,N69826,ORD,20:48,20:27,108,99,-21,0,0,0,0,0
UA,04/09/2022,1041,N424UA,DEN,15:11,15:08,202,200,-3,0,0,0,0,0
UA,04/09/2022,1185,N817UA,ORD,20:58,20:51,113,104,-7,0,0,0,0,0
UA,04/09/2022,2027,N898UA,IAD,23:37,23:51,70,62,14,0,0,0,0,0
UA,04/10/2019,607,N21723,ORD,21:02,20:43,110,94,-19,0,0,0,0,0
UA,04/10/2020,1453,N13718,ORD,20:48,20:29,108,106,-19,0,0,0,0,0
UA,04/10/2022,1041,N826UA,DEN,15:11,14:58,202,188,-13,0,0,0,0,0
UA,04/10/2022,1185,N848UA,ORD,22:04,21:43,113,94,-21,0,0,0,0,0
UA,04/10/2022,2027,N823UA,IAD,23:37,23:40,70,77,3,0,0,0,0,0
UA,04/11/2019,607,N27733,ORD,21:02,21:00,110,92,-2,0,0,0,0,0
UA,04/11/2020,1453,N13718,ORD,20:48,20:49,108,109,1,0,0,0,0,0
UA,04/11/2022,1041,N409UA,DEN,15:06,14:35,198,178,-31,0,0,0,0,0
UA,04/11/2022,1185,N890UA,ORD,21:59,21:46,113,104,-13,0,0,0,0,0
UA,04/11/2022,2027,N827UA,IAD,23:37,23:31,70,67,-6,0,0,0,0,0
UA,04/12/2019,607,N16703,ORD,21:02,20:50,110,102,-12,0,0,0,0,0
UA,04/12/2020,1453,N13718,ORD,20:48,20:21,108,92,-27,0,0,0,0,0
UA,04/12/2022,1041,N497UA,DEN,15:06,15:00,198,186,-6,0,0,0,0,0
UA,04/12/2022,1185,N409UA,ORD,21:59,23:48,113,100,109,17,0,0,0,92
UA,04/12/2022,2027,N851UA,IAD,23:37,00:02,70,70,25,25,0,0,0,0
UA,04/13/2019,607,N443UA,ORD,21:02,20:56,110,105,-6,0,0,0,0,0
UA,04/13/2020,1453,N21723,ORD,20:48,20:36,108,100,-12,0,0,0,0,0
UA,04/13/2022,1041,N461UA,DEN,15:06,15:05,198,197,-1,0,0,0,0,0
UA,04/13/2022,1185,N897UA,ORD,21:59,00:40,113,103,161,24,0,0,0,137
UA,04/13/2022,2027,N896UA,IAD,23:37,23:45,70,61,8,0,0,0,0,0
UA,04/14/2019,607,,ORD,21:02,00:00,110,0,0,0,0,0,0,0
UA,04/14/2020,1453,N39728,ORD,20:48,20:25,108,91,-23,0,0,0,0,0
UA,04/14/2022,1041,N444UA,DEN,15:06,14:59,198,198,-7,0,0,0,0,0
UA,04/14/2022,1185,N847UA,ORD,21:59,21:55,113,102,-4,0,0,0,0,0
UA,04/14/2022,2027,N889UA,IAD,23:37,23:34,70,74,-3,0,0,0,0,0
UA,04/15/2019,607,N24736,ORD,21:02,21:12,110,102,10,0,0,0,0,0
UA,04/15/2020,1453,N17730,ORD,20:48,20:41,108,96,-7,0,0,0,0,0
UA,04/15/2022,1041,N425UA,DEN,15:06,15:01,198,188,-5,0,0,0,0,0
UA,04/15/2022,2027,N36469,IAD,23:37,23:40,70,70,3,0,0,0,0,0
UA,04/16/2019,607,N415UA,ORD,21:02,20:57,110,105,-5,0,0,0,0,0
UA,04/16/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/16/2022,1041,N850UA,DEN,15:11,15:09,202,186,-2,0,0,0,0,0
UA,04/16/2022,1185,N822UA,ORD,20:58,20:40,113,103,-18,0,0,0,0,0
UA,04/16/2022,2027,N808UA,IAD,23:37,23:34,70,67,-3,0,0,0,0,0
UA,04/17/2019,607,N23707,ORD,21:02,20:49,110,101,-13,0,0,0,0,0
UA,04/17/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/17/2022,1041,N834UA,DEN,15:11,15:00,202,193,-11,0,0,0,0,0
UA,04/17/2022,1185,N494UA,ORD,22:04,22:50,113,95,46,6,0,0,0,40
UA,04/17/2022,2027,N877UA,IAD,23:37,23:39,70,72,2,0,0,0,0,0
UA,04/18/2019,607,N12754,ORD,21:02,20:46,110,102,-16,0,0,0,0,0
UA,04/18/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/18/2022,1041,N429UA,DEN,15:06,16:00,198,186,54,0,0,0,0,54
UA,04/18/2022,1185,N816UA,ORD,21:59,21:44,113,102,-15,0,0,0,0,0
UA,04/18/2022,2027,N898UA,IAD,23:37,23:29,70,63,-8,0,0,0,0,0
UA,04/19/2019,607,N17752,ORD,21:02,20:54,110,107,-8,0,0,0,0,0
UA,04/19/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/19/2022,1041,N463UA,DEN,15:06,15:00,198,192,-6,0,0,0,0,0
UA,04/19/2022,1185,N848UA,ORD,21:59,21:42,113,106,-17,0,0,0,0,0
UA,04/19/2022,2027,N845UA,IAD,23:37,23:29,70,66,-8,0,0,0,0,0
UA,04/20/2019,607,N471UA,ORD,21:02,20:53,110,105,-9,0,0,0,0,0
UA,04/20/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/20/2022,1041,N408UA,DEN,15:06,15:02,198,190,-4,0,0,0,0,0
UA,04/20/2022,1185,N851UA,ORD,21:59,21:39,113,93,-20,0,0,0,0,0
UA,04/20/2022,2027,N813UA,IAD,23:37,23:25,70,64,-12,0,0,0,0,0
UA,04/21/2019,607,N16709,ORD,21:02,21:01,110,112,-1,0,0,0,0,0
UA,04/21/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/21/2022,1041,N406UA,DEN,15:06,14:56,198,181,-10,0,0,0,0,0
UA,04/21/2022,1185,N826UA,ORD,21:59,21:43,113,98,-16,0,0,0,0,0
UA,04/21/2022,2027,N835UA,IAD,23:37,23:33,70,71,-4,0,0,0,0,0
UA,04/22/2019,607,N16701,ORD,21:02,21:54,110,162,52,0,0,52,0,0
UA,04/22/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/22/2022,1041,N427UA,DEN,15:06,14:57,198,199,-9,0,0,0,0,0
UA,04/22/2022,1185,N815UA,ORD,21:59,22:34,113,101,35,35,0,0,0,0
UA,04/22/2022,2027,N822UA,IAD,23:37,23:44,70,65,7,0,0,0,0,0
UA,04/23/2019,607,N496UA,ORD,21:02,21:02,110,100,0,0,0,0,0,0
UA,04/23/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/23/2022,1041,N4888U,DEN,15:11,15:17,202,208,6,0,0,0,0,0
UA,04/23/2022,1185,N801UA,ORD,20:58,20:53,113,100,-5,0,0,0,0,0
UA,04/23/2022,2027,N871UA,IAD,23:37,23:25,70,63,-12,0,0,0,0,0
UA,04/24/2019,607,N27724,ORD,21:02,20:50,110,101,-12,0,0,0,0,0
UA,04/24/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/24/2022,1041,N813UA,DEN,15:11,14:56,202,190,-15,0,0,0,0,0
UA,04/24/2022,1185,N847UA,ORD,22:04,23:19,113,105,75,2,0,0,0,73
UA,04/24/2022,2027,N402UA,IAD,23:37,00:13,70,57,36,23,0,0,0,13
UA,04/25/2019,607,N12754,ORD,21:02,20:45,110,98,-17,0,0,0,0,0
UA,04/25/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/25/2022,1041,N444UA,DEN,15:06,14:54,198,189,-12,0,0,0,0,0
UA,04/25/2022,1185,N836UA,ORD,21:59,21:52,113,113,-7,0,0,0,0,0
UA,04/25/2022,2027,N879UA,IAD,23:37,00:09,70,64,32,32,0,0,0,0
UA,04/26/2019,607,N16703,ORD,21:02,21:40,110,113,38,5,0,3,0,30
UA,04/26/2020,1453,N38727,ORD,20:48,22:01,108,92,73,73,0,0,0,0
UA,04/26/2022,1041,N401UA,DEN,15:06,15:53,198,185,47,47,0,0,0,0
UA,04/26/2022,1185,N882UA,ORD,21:59,21:37,113,98,-22,0,0,0,0,0
UA,04/26/2022,2027,N839UA,IAD,23:37,00:54,70,59,77,2,0,0,0,75
UA,04/27/2019,607,N456UA,ORD,21:02,21:31,110,139,29,0,0,29,0,0
UA,04/27/2020,1453,N27734,ORD,20:48,20:38,108,101,-10,0,0,0,0,0
UA,04/27/2022,1041,N462UA,DEN,15:06,15:00,198,196,-6,0,0,0,0,0
UA,04/27/2022,1185,N878UA,ORD,21:59,21:41,113,100,-18,0,0,0,0,0
UA,04/27/2022,2027,N825UA,IAD,23:37,23:54,70,63,17,17,0,0,0,0
UA,04/28/2019,607,N25705,ORD,21:02,20:50,110,103,-12,0,0,0,0,0
UA,04/28/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/28/2022,1041,N823UA,DEN,15:06,15:57,198,200,51,49,0,2,0,0
UA,04/28/2022,1185,N899UA,ORD,21:59,21:42,113,101,-17,0,0,0,0,0
UA,04/28/2022,2027,N898UA,IAD,23:37,23:53,70,71,16,4,0,1,0,11
UA,04/29/2019,607,N1902U,ORD,21:03,21:46,111,99,43,0,0,0,0,43
UA,04/29/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/29/2022,1041,N427UA,DEN,15:06,15:06,198,198,0,0,0,0,0,0
UA,04/29/2022,1185,N802UA,ORD,21:59,21:38,113,105,-21,0,0,0,0,0
UA,04/29/2022,2027,N455UA,IAD,23:37,23:54,70,65,17,17,0,0,0,0
UA,04/30/2019,607,N440UA,ORD,21:03,23:07,111,100,124,0,0,0,0,124
UA,04/30/2020,1453,,ORD,20:48,00:00,108,0,0,0,0,0,0,0
UA,04/30/2022,1041,N824UA,DEN,15:11,15:02,202,201,-9,0,0,0,0,0
UA,04/30/2022,1185,N878UA,ORD,20:58,01:34,113,119,276,11,0,6,0,259
UA,04/30/2022,2027,N848UA,IAD,23:37,00:07,70,69,30,30,0,0,0,0
