time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),pressure_msl (hPa),surface_pressure (hPa),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h)
2023-04-24T08:00,3.2,52,-5.7,-0.7,0,0,0,1023.2,998.3,0,0,0,0,0.03,0.37,6.9,298,12.2
2023-04-24T09:00,5,44,-6.3,1,0,0,0,1023.6,998.8,0,0,0,0,0.1,0.49,7.1,294,11.5
2023-04-24T10:00,7,38,-6.4,3,0,0,0,1023.5,998.9,0,0,0,0,0.19,0.62,7.4,293,11.2
2023-04-24T11:00,8.5,33,-6.9,4.7,0,0,0,1023.4,998.9,0,0,0,0,0.28,0.74,8.9,284,15.5
2023-04-24T12:00,9.7,30,-7.1,6.5,0,0,0,1023.1,998.7,0,0,0,0,0.36,0.84,10.6,280,15.8
2023-04-24T13:00,10.8,29,-6.6,7.8,0,0,0,1022.6,998.3,12,5,0,5,0.42,0.92,13,276,17.3
2023-04-24T14:00,11.7,27,-6.7,8.8,0,0,0,1021.9,997.7,16,5,0,9,0.45,1,13.9,280,18
2023-04-24T15:00,12.3,26,-6.7,9.2,0,0,0,1021.4,997.3,46,5,5,36,0.45,1.06,14.2,286,18.4
2023-04-24T16:00,12.6,27,-5.9,9,0,0,0,1020.8,996.7,100,5,100,100,0.4,1.07,13.7,293,18.7
2023-04-24T17:00,12.5,28,-5.6,8.1,0,0,0,1020.5,996.4,100,55,100,85,0.34,1.04,13.5,299,18.4
2023-04-24T18:00,12.3,29,-5.3,7.6,0,0,0,1020.3,996.2,100,69,100,5,0.27,1.02,12.6,307,17.6
2023-04-24T19:00,11.7,31,-4.9,7.3,0,0,0,1020.3,996.2,100,74,100,5,0.19,0.95,10.9,314,16.2
2023-04-24T20:00,11,34,-4.3,7,0,0,0,1020.8,996.6,100,56,100,0,0.1,0.87,8.7,318,13.7
2023-04-24T21:00,10,38,-3.7,6.8,0,0,0,1021.5,997.2,83,55,76,0,0.03,0.76,3.5,336,12.2
2023-04-24T22:00,9.8,40,-3.2,7,0,0,0,1022.2,997.9,100,100,100,0,0,0.73,1.3,326,10.1
2023-04-24T23:00,9.5,41,-3.1,6.8,0,0,0,1022.1,997.7,97,90,94,5,0,0.7,0.7,360,8.3
2023-04-25T00:00,8.8,44,-2.8,6.1,0,0,0,1021.9,997.5,82,61,55,5,0,0.63,0.8,333,5.4
2023-04-25T01:00,8.6,46,-2.4,5.9,0,0,0,1022,997.6,92,86,72,0,0,0.6,1.6,333,6.8
2023-04-25T02:00,8.3,48,-2.1,5.6,0,0,0,1022.4,997.9,100,100,100,0,0,0.57,2.1,329,7.9
2023-04-25T03:00,8.1,52,-1.2,5.3,0,0,0,1022.5,998,100,100,100,0,0.01,0.52,3.1,306,4.7
2023-04-25T04:00,7.3,64,0.9,4.6,0.1,0.1,0,1022.5,997.9,100,100,58,0,0.01,0.37,5.1,39,7.6
2023-04-25T05:00,7.2,63,0.6,4.1,0,0,0,1022.6,998,100,100,5,0,0.02,0.38,7.2,53,9.7
2023-04-25T06:00,7.1,62,0.3,3.9,0,0,0,1022.6,998,100,100,10,5,0.02,0.38,7.4,61,13
2023-04-25T07:00,6.8,60,-0.4,3.5,0,0,0,1022.7,998.1,82,73,10,5,0.02,0.4,7.2,72,16.9
2023-04-25T08:00,7.3,52,-1.9,3.6,0,0,0,1023.4,998.8,100,100,61,0,0.05,0.49,8.8,81,17.6
2023-04-25T09:00,7.2,50,-2.6,2.9,0,0,0,1023.9,999.3,100,100,87,0,0.08,0.51,12.1,78,18
2023-04-25T10:00,7.6,49,-2.5,3.1,0,0,0,1023.9,999.3,100,100,5,0,0.12,0.53,13.5,81,18
2023-04-25T11:00,9.1,42,-3.2,4.4,0,0,0,1023.8,999.4,98,76,98,0,0.24,0.67,14.8,87,16.9
2023-04-25T12:00,10.2,38,-3.5,6.1,0,0,0,1023.9,999.6,100,98,100,0,0.32,0.77,14.8,93,15.1
2023-04-25T13:00,11.2,35,-3.7,7.7,0,0,0,1023.7,999.4,91,78,86,0,0.38,0.87,14.4,93,14
2023-04-25T14:00,12.3,34,-3.1,9.3,0,0,0,1023.1,999,98,92,96,5,0.41,0.94,13.7,85,13.7
2023-04-25T15:00,12.8,33,-3.1,9.6,0,0,0,1022.9,998.8,98,94,93,5,0.42,0.99,14.6,81,14
2023-04-25T16:00,13,34,-2.5,9.4,0,0,0,1022.6,998.5,98,93,89,4,0.4,0.99,15.8,78,14
2023-04-25T17:00,12.8,36,-1.9,8.5,0,0,0,1022.5,998.4,93,87,77,5,0.34,0.95,17,73,14.4
2023-04-25T18:00,11.9,40,-1.3,7.2,0,0,0,1022.7,998.5,80,72,57,8,0.27,0.84,16.5,70,16.2
2023-04-25T19:00,10.6,45,-0.9,6.1,0,0,0,1023.1,998.8,62,50,31,13,0.19,0.7,15.1,65,17.6
2023-04-25T20:00,9,51,-0.6,4.7,0,0,0,1023.6,999.2,49,35,5,16,0.11,0.56,13.9,59,19.4
2023-04-25T21:00,8.2,54,-0.5,4,0,0,0,1024.1,999.6,56,44,1,15,0.05,0.5,13.7,55,22.3
2023-04-25T22:00,7.7,56,-0.5,3.4,0,0,0,1024.6,1000,72,65,5,11,0.05,0.46,14.1,52,24.8
2023-04-25T23:00,7.2,58,-0.5,2.9,0,0,0,1025,1000.4,91,88,10,7,0.04,0.43,14.3,49,27.7
