time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa)
2023-04-23T21:00,11.1,50,1,8.3,1010,833,0,0,0,100,5,100,100,5.8,112,9.7,0.09,0.66
2023-04-23T22:00,8.2,52,-1.1,4.8,1012.4,833.3,0,0,0,82,5,77,10,7.2,108,10.1,0.04,0.52
2023-04-23T23:00,8.1,52,-1.2,4.5,1012.9,833.7,0,0,0,70,5,64,5,9,119,9.4,0.03,0.52
2023-04-24T00:00,7.3,54,-1.4,3.8,1013.2,833.5,0,0,0,54,5,47,5,7.9,141,8.6,0.02,0.47
2023-04-24T01:00,6.9,55,-1.5,2.9,1012.8,832.9,0,0,0,9,5,5,0,11.2,159,10.4,0.03,0.45
2023-04-24T02:00,5.6,68,0.1,1.2,1013.6,832.8,0,0,0,13,5,0,5,15.7,164,11.9,0.03,0.29
2023-04-24T03:00,5.1,79,1.7,0.8,1013.7,832.6,0,0,0,6,5,0,0,16.4,165,13.7,0.01,0.18
2023-04-24T04:00,5.1,77,1.4,0.9,1013.1,832.1,0,0,0,11,0,0,10,15.5,179,13.3,0.02,0.2
2023-04-24T05:00,4.9,69,-0.3,0.7,1012.8,831.8,0,0,0,46,0,0,45,13.7,194,15.1,0.02,0.27
2023-04-24T06:00,4.5,72,-0.1,0.6,1013.4,832,0,0,0,11,0,0,10,12.1,210,11.2,0.02,0.24
2023-04-24T07:00,3.7,78,0.2,0.4,1013.6,831.7,0,0,0,12,0,0,10,7.9,227,8.3,0,0.18
2023-04-24T08:00,3,81,0,0.3,1013.9,831.6,0,0,0,100,0,0,100,3.5,246,4.7,0,0.14
2023-04-24T09:00,4.8,72,0.2,1.7,1013.3,832.1,0,0,0,100,0,5,100,6.6,292,6.1,0.02,0.24
2023-04-24T10:00,6.6,64,0.3,3.9,1011.9,832,0,0,0,100,0,38,100,4.2,329,4.3,0.07,0.35
2023-04-24T11:00,7.9,60,0.6,5.2,1010.7,831.8,0,0,0,100,0,100,100,4.2,340,5,0.13,0.43
2023-04-24T12:00,8.6,58,0.8,5.7,1010.8,832.2,0,0,0,100,0,100,100,6.1,315,5,0.15,0.47
2023-04-24T13:00,9.6,56,1.2,6.6,1010.1,832.2,0,0,0,100,0,100,100,7.3,349,6.1,0.2,0.53
2023-04-24T14:00,10.5,54,1.6,7.4,1008.7,831.6,0,0,0,100,0,100,100,8.2,15,6.8,0.24,0.58
2023-04-24T15:00,12.5,48,1.8,10.9,1006.5,830.9,0,0,0,100,0,100,100,8.7,30,8.6,0.43,0.75
2023-04-24T16:00,14.2,43,1.8,13.5,1004.8,830.4,0,0,0,16,0,10,5,8.8,35,7.6,0.53,0.92
2023-04-24T17:00,15.1,39,1.2,14.1,1003.6,829.9,0,0,0,6,0,0,5,7.9,30,7.6,0.51,1.05
2023-04-24T18:00,15.5,37,0.8,13.8,1002.6,829.3,0,0,0,17,5,0,9,7.3,11,10.8,0.44,1.11
2023-04-24T19:00,15.5,37,0.8,13,1002.5,829.2,0,0,0,14,5,0,5,5.8,356,11.9,0.35,1.11
2023-04-24T20:00,15.3,38,1,12.3,1002.8,829.3,0,0,0,11,5,0,5,6.8,357,10.1,0.23,1.08
2023-04-24T21:00,13.7,47,2.6,10.8,1004.2,829.6,0,0,0,15,0,0,10,8,10,10.1,0.12,0.83
2023-04-24T22:00,11,52,1.5,7,1006.2,829.8,0,0,0,100,5,5,100,14.6,33,14.8,0.07,0.63
2023-04-24T23:00,7.9,79,4.5,3.9,1009.2,830.5,0.2,0.1,0,14,5,5,5,18.3,58,25.9,0.02,0.22
